TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,NC,44,6,,XA,1220,340705,0,19625,1,X,10,2024
1,NC,45,5,NL,,2010,129549,0,0,1,0,10,2024
1,NC,46,5,,XO,1220,4784,0,71,1,X,10,2024
1,NC,47,1,XX,,2010,86105,271960,0,1,1,10,2024
1,NC,47,5,,XO,1220,447727,0,41321,1,X,10,2024
1,NC,47,5,DF,,2010,70671,0,0,2,0,10,2024
1,NC,47,5,MX,,2010,29464,0,0,1,0,10,2024
1,NC,47,6,,XO,1220,163966,0,3270,1,X,10,2024
1,NC,47,6,,XQ,1220,2538975,0,116236,1,X,10,2024
1,NC,47,6,DF,,2010,78371,0,0,1,0,10,2024
1,NC,48,1,XX,,2010,46838,9511,0,1,1,10,2024
1,NC,48,3,,XO,1220,26831,4180,612,1,X,10,2024
1,NC,48,3,XX,,2010,8171,1414,0,1,0,10,2024
1,NC,48,3,XX,,2010,5791,251,0,2,0,10,2024
1,NC,48,5,,XB,1220,176463,0,3412,1,X,10,2024
1,NC,48,5,,XC,1220,295947,0,10631,1,X,10,2024
1,NC,48,5,,XM,1220,341807,0,11946,1,X,10,2024
1,NC,48,5,,XO,1220,8223404,0,363185,1,X,10,2024
1,NC,48,5,,XO,1220,135449,0,5736,2,X,10,2024
1,NC,48,5,,XQ,1220,855638,0,28412,1,X,10,2024
1,NC,48,5,BC,,2010,1057888,0,0,1,0,10,2024
1,NC,48,5,BC,,2010,312722,0,0,2,0,10,2024
1,NC,48,5,CH,,2010,172326,0,0,1,0,10,2024
1,NC,48,5,CH,,2010,5557,0,0,2,0,10,2024
1,NC,48,5,CO,,2010,178293,0,0,1,0,10,2024
1,NC,48,5,CO,,2010,22970,0,0,2,0,10,2024
1,NC,48,5,JA,,2010,239005,0,0,1,0,10,2024
1,NC,48,5,MX,,2010,1734597,0,0,1,0,10,2024
1,NC,48,5,MX,,2010,140226,0,0,2,0,10,2024
1,NC,48,5,NL,,2010,1354090,0,0,1,0,10,2024
1,NC,48,5,OT,,2010,639201,0,0,1,0,10,2024
1,NC,48,5,PU,,2010,3757,0,0,1,0,10,2024
1,NC,48,5,QT,,2010,111251,0,0,1,0,10,2024
1,NC,48,5,QT,,2010,12582,0,0,2,0,10,2024
1,NC,48,5,SO,,2010,44997,0,0,1,0,10,2024
1,NC,48,5,TM,,2010,848296,0,0,1,0,10,2024
1,NC,48,5,TM,,2010,14593,0,0,2,0,10,2024
1,NC,48,6,,XA,1220,46951,0,1909,1,X,10,2024
1,NC,48,6,,XQ,1220,387263,0,16567,1,X,10,2024
1,NC,48,6,CO,,2010,15684,0,0,1,1,10,2024
1,NC,49,1,XX,,2010,16526,1148,0,1,1,10,2024
1,NC,49,3,,XC,1220,15487,25,116,1,X,10,2024
1,NC,49,3,,XO,1220,62616,279,644,1,X,10,2024
1,NC,49,3,,XO,1220,2977,15,72,2,X,10,2024
1,NC,49,3,,XQ,1220,104989,1277,122,1,X,10,2024
1,NC,49,3,XX,,2010,9730,270,0,2,0,10,2024
1,NC,49,5,,XA,1220,5953,0,117,1,X,10,2024
1,NC,49,5,,XC,1220,1139303,0,2557,1,X,10,2024
1,NC,49,5,,XC,1220,1149484,0,2590,2,X,10,2024
1,NC,49,5,,XM,1220,8787,0,147,1,X,10,2024
1,NC,49,5,,XO,1220,11287715,0,16835,1,X,10,2024
1,NC,49,5,,XO,1220,2045363,0,10651,2,X,10,2024
1,NC,49,5,,XQ,1220,7271,0,141,1,X,10,2024
1,NC,49,5,BC,,2010,170573,0,0,1,0,10,2024
1,NC,49,5,BC,,2010,6300,0,0,2,0,10,2024
1,NC,49,5,CH,,2010,177065,0,0,1,0,10,2024
1,NC,49,5,CH,,2010,3520,0,0,2,0,10,2024
1,NC,49,5,CO,,2010,5256,0,0,1,0,10,2024
1,NC,49,5,MX,,2010,26854,0,0,1,0,10,2024
1,NC,49,5,SO,,2010,20095,0,0,1,0,10,2024
1,NC,49,5,TM,,2010,3062,0,0,1,0,10,2024
1,NC,51,3,,XO,1220,5478,106,107,1,X,10,2024
1,NC,51,3,,XQ,1220,5279,748,103,1,X,10,2024
1,NC,51,5,,XO,1220,76085,0,1013,1,X,10,2024
1,NC,51,5,,XO,1220,2728,0,61,2,X,10,2024
1,NC,51,5,,XQ,1220,13592,0,290,1,X,10,2024
1,NC,51,5,,XQ,1220,439767,0,7726,2,X,10,2024
1,NC,51,5,CH,,2010,4926,0,0,1,0,10,2024
1,NC,51,5,CO,,2010,4310,0,0,2,0,10,2024
1,NC,51,5,GT,,2010,97000,0,0,1,0,10,2024
1,NC,52,1,XX,,2010,3598,235,0,1,1,10,2024
1,NC,52,3,,XO,1220,3117,72,77,1,X,10,2024
1,NC,52,5,,XO,1220,269114,0,7222,1,X,10,2024
1,NC,52,5,,XO,1220,2982,0,44,2,X,10,2024
1,NC,52,5,,XQ,1220,14954,0,1010,2,X,10,2024
1,NC,52,5,BC,,2010,4262,0,0,1,0,10,2024
1,NC,52,5,CO,,2010,868567,0,0,1,0,10,2024
1,NC,52,5,DF,,2010,106883,0,0,1,0,10,2024
1,NC,52,5,MO,,2010,6926,0,0,1,0,10,2024
1,NC,52,5,MO,,2010,45789,0,0,2,0,10,2024
1,NC,52,5,MX,,2010,6220,0,0,1,0,10,2024
1,NC,52,5,OT,,2010,24358,0,0,1,0,10,2024
1,NC,52,5,TM,,2010,12074,0,0,1,0,10,2024
1,NC,52,5,YU,,2010,5983,0,0,1,0,10,2024
1,NC,52,5,YU,,2010,12895,0,0,2,0,10,2024
1,NC,53,5,,XM,1220,36506,0,715,1,X,10,2024
1,NC,53,5,TM,,2010,170003,0,0,1,0,10,2024
1,NC,54,1,XX,,2010,16043,965,0,1,1,10,2024
1,NC,54,1,XX,,2010,6750,545,0,2,1,10,2024
1,NC,54,3,,XO,1220,14776,704,878,1,X,10,2024
1,NC,54,3,XX,,2010,17248,204,0,2,0,10,2024
1,NC,54,5,,XB,1220,48880,0,970,1,X,10,2024
1,NC,54,5,,XB,1220,139317,0,72,2,X,10,2024
1,NC,54,5,,XC,1220,13874,0,676,1,X,10,2024
1,NC,54,5,,XC,1220,10636,0,514,2,X,10,2024
1,NC,54,5,,XM,1220,24090,0,1875,1,X,10,2024
1,NC,54,5,,XM,1220,3114,0,61,2,X,10,2024
1,NC,54,5,,XO,1220,1384825,0,25926,1,X,10,2024
1,NC,54,5,,XO,1220,345384,0,8831,2,X,10,2024
1,NC,54,5,,XQ,1220,201009,0,3119,1,X,10,2024
1,NC,54,5,,XQ,1220,92211,0,4945,2,X,10,2024
1,NC,54,5,BC,,2010,3063,0,0,1,0,10,2024
1,NC,54,5,BC,,2010,61009,0,0,2,0,10,2024
1,NC,54,5,CO,,2010,416420,0,0,1,0,10,2024
1,NC,54,5,CO,,2010,66168,0,0,1,1,10,2024
1,NC,54,5,CO,,2010,33973,0,0,2,0,10,2024
1,NC,54,5,DF,,2010,97136,0,0,1,0,10,2024
1,NC,54,5,GT,,2010,12806,0,0,1,0,10,2024
1,NC,54,5,GT,,2010,14768,0,0,2,0,10,2024
1,NC,54,5,HG,,2010,95255,0,0,1,0,10,2024
1,NC,54,5,JA,,2010,101987,0,0,1,0,10,2024
1,NC,54,5,JA,,2010,4441,0,0,2,0,10,2024
1,NC,54,5,MO,,2010,563707,0,0,1,0,10,2024
1,NC,54,5,MO,,2010,106801,0,0,2,0,10,2024
1,NC,54,5,MX,,2010,1016223,0,0,1,0,10,2024
1,NC,54,5,MX,,2010,10058,0,0,2,0,10,2024
1,NC,54,5,NL,,2010,237465,0,0,1,0,10,2024
1,NC,54,5,NL,,2010,328958,0,0,1,1,10,2024
1,NC,54,5,PU,,2010,3189,0,0,1,0,10,2024
1,NC,54,5,QT,,2010,8478,0,0,1,0,10,2024
1,NC,54,5,QT,,2010,9102,0,0,2,0,10,2024
1,NC,54,5,SL,,2010,194593,0,0,1,0,10,2024
1,NC,54,5,SL,,2010,38690,0,0,2,0,10,2024
1,NC,54,5,SO,,2010,12424,0,0,1,0,10,2024
1,NC,54,5,SO,,2010,15348,0,0,2,0,10,2024
1,NC,54,5,TL,,2010,67199,0,0,1,0,10,2024
1,NC,54,5,TL,,2010,3199,0,0,1,1,10,2024
1,NC,54,5,TL,,2010,86207,0,0,2,0,10,2024
1,NC,54,5,TM,,2010,362593,0,0,1,0,10,2024
1,NC,54,5,YU,,2010,197754,0,0,1,0,10,2024
1,NC,54,5,YU,,2010,8049,0,0,2,0,10,2024
1,NC,55,1,XX,,2010,81566,12470,0,1,1,10,2024
1,NC,55,3,,XA,1220,8041,232,72,1,X,10,2024
1,NC,55,3,,XO,1220,4975,84,130,2,X,10,2024
1,NC,55,3,,XQ,1220,3575,86,72,1,X,10,2024
1,NC,55,5,,XA,1220,11225,0,219,1,X,10,2024
1,NC,55,5,,XC,1220,8531,0,138,1,X,10,2024
1,NC,55,5,,XC,1220,6950,0,136,2,X,10,2024
1,NC,55,5,,XM,1220,17282,0,230,1,X,10,2024
1,NC,55,5,,XO,1220,966055,0,10816,1,X,10,2024
1,NC,55,5,,XO,1220,271083,0,6424,2,X,10,2024
1,NC,55,5,,XQ,1220,332124,0,6534,1,X,10,2024
1,NC,55,5,BC,,2010,2695,0,0,1,0,10,2024
1,NC,55,5,BC,,2010,11204,0,0,2,0,10,2024
1,NC,55,5,CM,,2010,3648,0,0,1,0,10,2024
1,NC,55,5,CO,,2010,121882,0,0,1,0,10,2024
1,NC,55,5,DF,,2010,4305,0,0,1,0,10,2024
1,NC,55,5,DG,,2010,77765,0,0,1,0,10,2024
1,NC,55,5,GT,,2010,64085,0,0,1,0,10,2024
1,NC,55,5,GT,,2010,994895,0,0,1,1,10,2024
1,NC,55,5,JA,,2010,78644,0,0,1,0,10,2024
1,NC,55,5,MI,,2010,13467,0,0,1,0,10,2024
1,NC,55,5,MO,,2010,853921,0,0,1,0,10,2024
1,NC,55,5,MX,,2010,822154,0,0,1,0,10,2024
1,NC,55,5,NL,,2010,263831,0,0,1,0,10,2024
1,NC,55,5,PU,,2010,428813,0,0,1,0,10,2024
1,NC,55,5,PU,,2010,5093,0,0,2,0,10,2024
1,NC,55,5,SL,,2010,41581,0,0,1,0,10,2024
1,NC,55,5,SL,,2010,143353,0,0,2,0,10,2024
1,NC,55,5,TL,,2010,23919,0,0,1,0,10,2024
1,NC,55,5,TL,,2010,47117,0,0,2,0,10,2024
1,NC,55,5,YU,,2010,139776,0,0,1,0,10,2024
1,NC,56,3,,XA,1220,2994,15,8,1,X,10,2024
1,NC,56,3,XX,,2010,93560,395,0,1,0,10,2024
1,NC,56,5,,XB,1220,1159901,0,3344,1,X,10,2024
1,NC,56,5,,XC,1220,18816,0,369,1,X,10,2024
1,NC,56,5,,XC,1220,43386,0,1062,2,X,10,2024
1,NC,56,5,,XM,1220,250295,0,2052,1,X,10,2024
1,NC,56,5,,XM,1220,53477,0,528,2,X,10,2024
1,NC,56,5,,XO,1220,2928127,0,115454,1,X,10,2024
1,NC,56,5,,XO,1220,233321,0,6320,2,X,10,2024
1,NC,56,5,,XQ,1220,2605420,0,60790,1,X,10,2024
1,NC,56,5,,XQ,1220,3485,0,244,2,X,10,2024
1,NC,56,5,AG,,2010,59579,0,0,2,0,10,2024
1,NC,56,5,BC,,2010,2429402,0,0,1,0,10,2024
1,NC,56,5,BC,,2010,24753,0,0,2,0,10,2024
1,NC,56,5,CH,,2010,34684,0,0,1,0,10,2024
1,NC,56,5,CM,,2010,34271,0,0,1,0,10,2024
1,NC,56,5,CO,,2010,153981,0,0,1,0,10,2024
1,NC,56,5,DF,,2010,44240,0,0,1,0,10,2024
1,NC,56,5,GT,,2010,13829,0,0,1,0,10,2024
1,NC,56,5,JA,,2010,802074,0,0,1,0,10,2024
1,NC,56,5,MO,,2010,5557,0,0,1,0,10,2024
1,NC,56,5,MO,,2010,3275,0,0,2,0,10,2024
1,NC,56,5,MX,,2010,418856,0,0,1,0,10,2024
1,NC,56,5,MX,,2010,41532,0,0,2,0,10,2024
1,NC,56,5,NL,,2010,553657,0,0,1,0,10,2024
1,NC,56,5,NL,,2010,110157,0,0,1,1,10,2024
1,NC,56,5,NL,,2010,26507,0,0,2,0,10,2024
1,NC,56,5,OT,,2010,184465,0,0,2,0,10,2024
1,NC,56,5,PU,,2010,1056052,0,0,1,0,10,2024
1,NC,56,5,QT,,2010,210453,0,0,1,0,10,2024
1,NC,56,5,QT,,2010,3708,0,0,2,0,10,2024
1,NC,56,5,SL,,2010,93250,0,0,1,0,10,2024
1,NC,56,5,SO,,2010,14790,0,0,1,0,10,2024
1,NC,56,5,TL,,2010,26934,0,0,1,0,10,2024
1,NC,56,5,TM,,2010,469533,0,0,1,0,10,2024
1,NC,56,5,TM,,2010,16031,0,0,2,0,10,2024
1,NC,57,5,,XO,1220,61195,0,2153,1,X,10,2024
1,NC,57,5,,XO,1220,174091,0,3682,2,X,10,2024
1,NC,57,5,BC,,2010,7013,0,0,2,0,10,2024
1,NC,57,5,NL,,2010,9750,0,0,1,0,10,2024
1,NC,57,5,QT,,2010,799786,0,0,1,0,10,2024
1,NC,58,1,XX,,2010,190675,24876,0,1,1,10,2024
1,NC,58,1,XX,,2010,19913,1702,0,2,1,10,2024
1,NC,58,3,,XO,1220,3044,14,72,1,X,10,2024
1,NC,58,3,,XQ,1220,3542,14,146,1,X,10,2024
1,NC,58,3,XX,,2010,39612,12107,0,1,0,10,2024
1,NC,58,5,,XC,1220,9100,0,240,1,X,10,2024
1,NC,58,5,,XM,1220,24389,0,1628,1,X,10,2024
1,NC,58,5,,XO,1220,225139,0,5938,1,X,10,2024
1,NC,58,5,,XO,1220,9688,0,205,2,X,10,2024
1,NC,58,5,,XQ,1220,6274,0,182,1,X,10,2024
1,NC,58,5,AG,,2010,11858,0,0,1,0,10,2024
1,NC,58,5,BC,,2010,193663,0,0,1,0,10,2024
1,NC,58,5,BC,,2010,40573,0,0,2,0,10,2024
1,NC,58,5,CO,,2010,26215,0,0,1,0,10,2024
1,NC,58,5,CO,,2010,17330,0,0,2,0,10,2024
1,NC,58,5,DF,,2010,29251,0,0,1,0,10,2024
1,NC,58,5,GT,,2010,5112,0,0,1,0,10,2024
1,NC,58,5,GT,,2010,18025,0,0,2,0,10,2024
1,NC,58,5,JA,,2010,4339,0,0,1,0,10,2024
1,NC,58,5,MO,,2010,2637,0,0,1,0,10,2024
1,NC,58,5,MX,,2010,13599,0,0,1,0,10,2024
1,NC,58,5,MX,,2010,44022,0,0,2,0,10,2024
1,NC,58,5,NL,,2010,45558,0,0,1,0,10,2024
1,NC,58,5,NL,,2010,90684,0,0,1,1,10,2024
1,NC,58,5,PU,,2010,27116,0,0,1,0,10,2024
1,NC,58,5,SO,,2010,3858,0,0,1,0,10,2024
1,NC,58,5,TL,,2010,26207,0,0,1,0,10,2024
1,NC,58,5,TM,,2010,185480,0,0,1,0,10,2024
1,NC,59,3,,XO,1220,3986,12,72,1,X,10,2024
1,NC,59,3,,XO,1220,10110,186,1118,2,X,10,2024
1,NC,59,3,XX,,2010,14003,91,0,1,0,10,2024
1,NC,59,5,,XB,1220,462861,0,14064,1,X,10,2024
1,NC,59,5,,XB,1220,3520,0,159,2,X,10,2024
1,NC,59,5,,XC,1220,57041,0,2574,1,X,10,2024
1,NC,59,5,,XM,1220,139785,0,3998,1,X,10,2024
1,NC,59,5,,XO,1220,4141708,0,89120,1,X,10,2024
1,NC,59,5,,XO,1220,82095,0,2957,2,X,10,2024
1,NC,59,5,,XQ,1220,219742,0,8090,1,X,10,2024
1,NC,59,5,,XQ,1220,36305,0,961,2,X,10,2024
1,NC,59,5,AG,,2010,383584,0,0,1,0,10,2024
1,NC,59,5,AG,,2010,8206,0,0,2,0,10,2024
1,NC,59,5,BC,,2010,35300,0,0,1,0,10,2024
1,NC,59,5,BC,,2010,13445,0,0,2,0,10,2024
1,NC,59,5,CO,,2010,83135,0,0,1,0,10,2024
1,NC,59,5,CO,,2010,15556,0,0,1,1,10,2024
1,NC,59,5,DF,,2010,484125,0,0,1,0,10,2024
1,NC,59,5,GT,,2010,17818,0,0,1,0,10,2024
1,NC,59,5,GT,,2010,192530,0,0,2,0,10,2024
1,NC,59,5,JA,,2010,73695,0,0,2,0,10,2024
1,NC,59,5,MO,,2010,22024,0,0,1,0,10,2024
1,NC,59,5,MX,,2010,773531,0,0,1,0,10,2024
1,NC,59,5,MX,,2010,14923,0,0,2,0,10,2024
1,NC,59,5,NL,,2010,618863,0,0,1,0,10,2024
1,NC,59,5,NL,,2010,591810,0,0,1,1,10,2024
1,NC,59,5,NL,,2010,59802,0,0,2,0,10,2024
1,NC,59,5,PU,,2010,163854,0,0,1,0,10,2024
1,NC,59,5,PU,,2010,35891,0,0,2,0,10,2024
1,NC,59,5,QT,,2010,22156,0,0,1,0,10,2024
1,NC,59,5,TL,,2010,29784,0,0,1,0,10,2024
1,NC,59,5,TM,,2010,254878,0,0,1,0,10,2024
1,NC,60,1,XX,,2010,11031,792,0,1,1,10,2024
1,NC,60,1,XX,,2010,3023,344,0,2,1,10,2024
1,NC,60,5,,XC,1220,23053,0,554,1,X,10,2024
1,NC,60,5,,XM,1220,32479,0,1060,1,X,10,2024
1,NC,60,5,,XO,1220,307303,0,7580,1,X,10,2024
1,NC,60,5,,XO,1220,159845,0,3594,2,X,10,2024
1,NC,60,5,,XQ,1220,2872,0,136,2,X,10,2024
1,NC,60,5,AG,,2010,166932,0,0,1,0,10,2024
1,NC,60,5,AG,,2010,7430,0,0,2,0,10,2024
1,NC,60,5,BC,,2010,127564,0,0,2,0,10,2024
1,NC,60,5,CO,,2010,357803,0,0,1,0,10,2024
1,NC,60,5,CO,,2010,46124,0,0,1,1,10,2024
1,NC,60,5,GT,,2010,16538,0,0,1,0,10,2024
1,NC,60,5,MX,,2010,47466,0,0,1,0,10,2024
1,NC,60,5,MX,,2010,5653,0,0,2,0,10,2024
1,NC,60,5,NL,,2010,20766,0,0,1,0,10,2024
1,NC,60,5,NL,,2010,9524,0,0,1,1,10,2024
1,NC,60,5,PU,,2010,398049,0,0,1,0,10,2024
1,NC,60,5,PU,,2010,20830,0,0,2,0,10,2024
1,NC,60,5,TL,,2010,6505,0,0,1,0,10,2024
1,NC,60,5,TM,,2010,30676,0,0,1,0,10,2024
1,NC,61,3,,XC,1220,2511,28,143,1,X,10,2024
1,NC,61,3,,XM,1220,3437,105,67,1,X,10,2024
1,NC,61,3,,XQ,1220,3700,16,72,1,X,10,2024
1,NC,61,5,,XB,1220,6200,0,638,2,X,10,2024
1,NC,61,5,,XC,1220,13525,0,513,1,X,10,2024
1,NC,61,5,,XM,1220,15118,0,296,1,X,10,2024
1,NC,61,5,,XM,1220,2860,0,207,2,X,10,2024
1,NC,61,5,,XO,1220,310498,0,4120,1,X,10,2024
1,NC,61,5,,XO,1220,1114569,0,18906,2,X,10,2024
1,NC,61,5,,XQ,1220,18223,0,382,2,X,10,2024
1,NC,61,5,BC,,2010,486717,0,0,1,0,10,2024
1,NC,61,5,BC,,2010,15561238,0,0,2,0,10,2024
1,NC,61,5,BS,,2010,71137,0,0,2,0,10,2024
1,NC,61,5,MX,,2010,172271,0,0,1,0,10,2024
1,NC,61,5,MX,,2010,187918,0,0,2,0,10,2024
1,NC,61,5,NL,,2010,16172,0,0,2,0,10,2024
1,NC,61,5,QT,,2010,2590,0,0,1,0,10,2024
1,NC,61,5,QT,,2010,52314,0,0,2,0,10,2024
1,NC,61,5,TM,,2010,178902,0,0,1,0,10,2024
1,NC,61,5,TM,,2010,27109,0,0,2,0,10,2024
1,NC,62,3,,XA,1220,18699,219,217,1,X,10,2024
1,NC,62,3,,XM,1220,3571,21,72,2,X,10,2024
1,NC,62,5,,XA,1220,2881,0,51,2,X,10,2024
1,NC,62,5,,XC,1220,32193,0,1265,1,X,10,2024
1,NC,62,5,,XM,1220,61261,0,1807,1,X,10,2024
1,NC,62,5,,XM,1220,12023,0,391,2,X,10,2024
1,NC,62,5,,XO,1220,17585,0,117,1,X,10,2024
1,NC,62,5,,XO,1220,160096,0,2914,2,X,10,2024
1,NC,62,5,,XQ,1220,10220,0,200,1,X,10,2024
1,NC,62,5,BC,,2010,28997,0,0,2,0,10,2024
1,NC,62,5,BS,,2010,4670,0,0,2,0,10,2024
1,NC,62,5,CH,,2010,248228,0,0,2,0,10,2024
1,NC,62,5,MX,,2010,56718,0,0,2,0,10,2024
1,NC,62,5,TM,,2010,9620,0,0,2,0,10,2024
1,NC,63,1,XX,,2010,103564,7258,0,1,1,10,2024
1,NC,63,3,,XA,1220,5280,745,130,1,X,10,2024
1,NC,63,3,,XQ,1220,7680,37,434,1,X,10,2024
1,NC,63,3,XX,,2010,7725,110,0,1,0,10,2024
1,NC,63,3,XX,,2010,3229,175,0,2,0,10,2024
1,NC,63,5,,XA,1220,3425,0,66,1,X,10,2024
1,NC,63,5,,XC,1220,8630,0,265,1,X,10,2024
1,NC,63,5,,XM,1220,7623,0,72,1,X,10,2024
1,NC,63,5,,XO,1220,167161,0,3564,1,X,10,2024
1,NC,63,5,,XO,1220,25861,0,567,2,X,10,2024
1,NC,63,5,,XQ,1220,17208,0,1354,1,X,10,2024
1,NC,63,5,,XQ,1220,3549,0,372,2,X,10,2024
1,NC,63,5,BC,,2010,130900,0,0,1,0,10,2024
1,NC,63,5,BC,,2010,133031,0,0,2,0,10,2024
1,NC,63,5,CH,,2010,443531,0,0,1,0,10,2024
1,NC,63,5,CH,,2010,61130,0,0,2,0,10,2024
1,NC,63,5,MO,,2010,3600,0,0,1,0,10,2024
1,NC,63,5,MX,,2010,43200,0,0,1,0,10,2024
1,NC,63,5,MX,,2010,6972,0,0,2,0,10,2024
1,NC,63,5,QT,,2010,4053,0,0,1,0,10,2024
1,NC,63,5,TM,,2010,169379,0,0,1,0,10,2024
1,NC,63,5,VE,,2010,18264,0,0,1,0,10,2024
1,NC,64,3,XX,,2010,6828,345,0,2,0,10,2024
1,NC,64,5,,XO,1220,6128,0,814,1,X,10,2024
1,NC,64,5,,XO,1220,27084,0,346,2,X,10,2024
1,NC,64,5,BS,,2010,4500,0,0,2,0,10,2024
1,NC,64,5,DF,,2010,7041,0,0,2,0,10,2024
1,NC,65,3,,XA,1220,4088,44,215,2,X,10,2024
1,NC,65,3,,XO,1220,9031,31,267,1,X,10,2024
1,NC,65,3,XX,,2010,5088,6,0,1,0,10,2024
1,NC,65,5,,XM,1220,16039,0,847,1,X,10,2024
1,NC,65,5,,XO,1220,18674,0,736,1,X,10,2024
1,NC,65,5,,XO,1220,8119,0,158,2,X,10,2024
1,NC,65,5,,XQ,1220,5425,0,114,1,X,10,2024
1,NC,65,5,BC,,2010,19521,0,0,1,0,10,2024
1,NC,65,5,BC,,2010,373666,0,0,2,0,10,2024
1,NC,65,5,BS,,2010,13150,0,0,1,0,10,2024
1,NC,65,5,BS,,2010,4700,0,0,2,0,10,2024
1,NC,65,5,MX,,2010,4723,0,0,2,0,10,2024
1,NC,65,5,TM,,2010,9715,0,0,1,0,10,2024
1,NC,66,3,,XO,1220,2594,98,178,2,X,10,2024
1,NC,66,5,NL,,2010,8040,0,0,1,0,10,2024
1,NC,67,5,,XO,1220,8496,0,184,2,X,10,2024
1,NC,68,3,,XC,1220,11013,8,72,2,X,10,2024
1,NC,68,3,,XO,1220,9060,71,431,1,X,10,2024
1,NC,68,3,XX,,2010,6632,112,0,1,0,10,2024
1,NC,68,5,,XA,1220,6072,0,51,2,X,10,2024
1,NC,68,5,,XC,1220,3442,0,143,2,X,10,2024
1,NC,68,5,,XM,1220,26928,0,814,1,X,10,2024
1,NC,68,5,,XM,1220,2663,0,52,2,X,10,2024
1,NC,68,5,,XO,1220,159958,0,5980,1,X,10,2024
1,NC,68,5,,XO,1220,122206,0,1871,2,X,10,2024
1,NC,68,5,,XQ,1220,6580,0,249,1,X,10,2024
1,NC,68,5,,XQ,1220,7506,0,146,2,X,10,2024
1,NC,68,5,,XS,1220,17512,0,445,1,X,10,2024
1,NC,68,5,BC,,2010,31112,0,0,1,0,10,2024
1,NC,68,5,BC,,2010,9943,0,0,2,0,10,2024
1,NC,68,5,CH,,2010,84092,0,0,1,0,10,2024
1,NC,68,5,CH,,2010,17150,0,0,1,1,10,2024
1,NC,68,5,CO,,2010,3120,0,0,1,0,10,2024
1,NC,68,5,GT,,2010,232515,0,0,1,0,10,2024
1,NC,68,5,MX,,2010,11621,0,0,1,0,10,2024
1,NC,68,5,MX,,2010,3435,0,0,2,0,10,2024
1,NC,68,5,NL,,2010,3571,0,0,1,0,10,2024
1,NC,68,5,NL,,2010,3101,0,0,2,0,10,2024
1,NC,68,5,PU,,2010,10636,0,0,1,0,10,2024
1,NC,68,5,QT,,2010,3002,0,0,2,0,10,2024
1,NC,68,5,SL,,2010,119760,0,0,1,0,10,2024
1,NC,68,5,SO,,2010,56156,0,0,1,0,10,2024
1,NC,68,5,TM,,2010,19406,0,0,1,0,10,2024
1,NC,68,6,,XO,1220,33337,0,1586,1,X,10,2024
1,NC,68,8,SO,,2010,2797,0,0,1,X,10,2024
1,NC,69,3,,XC,1220,3170,428,90,2,X,10,2024
1,NC,69,3,,XO,1220,5881,218,72,2,X,10,2024
1,NC,69,3,XX,,2010,6900,8,0,2,0,10,2024
1,NC,69,5,,XM,1220,45222,0,3192,1,X,10,2024
1,NC,69,5,,XM,1220,4872,0,103,2,X,10,2024
1,NC,69,5,,XO,1220,1543592,0,10317,1,X,10,2024
1,NC,69,5,,XO,1220,1586903,0,2650,2,X,10,2024
1,NC,69,5,,XQ,1220,92720,0,2778,1,X,10,2024
1,NC,69,5,,XQ,1220,3353,0,66,2,X,10,2024
1,NC,69,5,AG,,2010,5765,0,0,1,0,10,2024
1,NC,69,5,BC,,2010,9945,0,0,1,0,10,2024
1,NC,69,5,BC,,2010,5008,0,0,2,0,10,2024
1,NC,69,5,GT,,2010,40469,0,0,2,0,10,2024
1,NC,69,5,JA,,2010,12500,0,0,2,0,10,2024
1,NC,69,5,NL,,2010,148898,0,0,1,0,10,2024
1,NC,69,5,OT,,2010,6145,0,0,1,0,10,2024
1,NC,69,5,SL,,2010,16499,0,0,1,0,10,2024
1,NC,69,5,TM,,2010,4073,0,0,1,0,10,2024
1,NC,70,5,,XC,1220,26267,0,1250,1,X,10,2024
1,NC,70,5,,XC,1220,2533,0,10,2,X,10,2024
1,NC,70,5,,XM,1220,233597,0,11551,1,X,10,2024
1,NC,70,5,,XO,1220,4253933,0,64757,1,X,10,2024
1,NC,70,5,,XO,1220,410771,0,7172,2,X,10,2024
1,NC,70,5,,XQ,1220,110181,0,1081,1,X,10,2024
1,NC,70,5,,XQ,1220,53486,0,558,2,X,10,2024
1,NC,70,5,,XS,1220,138513,0,5765,1,X,10,2024
1,NC,70,5,AG,,2010,41318,0,0,1,0,10,2024
1,NC,70,5,BC,,2010,198786,0,0,1,0,10,2024
1,NC,70,5,BC,,2010,208980,0,0,2,0,10,2024
1,NC,70,5,CH,,2010,41489,0,0,1,0,10,2024
1,NC,70,5,CM,,2010,25049,0,0,1,0,10,2024
1,NC,70,5,CO,,2010,104818,0,0,1,0,10,2024
1,NC,70,5,JA,,2010,5910,0,0,1,0,10,2024
1,NC,70,5,MX,,2010,846914,0,0,1,0,10,2024
1,NC,70,5,MX,,2010,8558,0,0,2,0,10,2024
1,NC,70,5,NL,,2010,17565,0,0,1,0,10,2024
1,NC,70,5,NL,,2010,52501,0,0,2,0,10,2024
1,NC,70,5,OT,,2010,234516,0,0,1,0,10,2024
1,NC,70,5,PU,,2010,31051,0,0,1,0,10,2024
1,NC,70,5,QT,,2010,382641,0,0,1,0,10,2024
