TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,AL,58,5,QT,,2010,94238,0,0,2,0,10,2024
1,AL,58,5,ZA,,2010,171221,0,0,1,0,10,2024
1,AL,58,5,ZA,,2010,2920,0,0,2,0,10,2024
1,AL,59,5,,XA,1220,5051,0,98,1,X,10,2024
1,AL,59,5,,XB,1220,4365,0,99,1,X,10,2024
1,AL,59,5,,XC,1220,66256,0,2289,1,X,10,2024
1,AL,59,5,,XM,1220,4448,0,363,1,X,10,2024
1,AL,59,5,,XO,1220,183708,0,3326,1,X,10,2024
1,AL,59,5,,XO,1220,85454,0,1810,2,X,10,2024
1,AL,59,5,,XQ,1220,10331,0,339,1,X,10,2024
1,AL,59,5,BC,,2010,144035,0,0,1,0,10,2024
1,AL,59,5,CH,,2010,24325,0,0,1,0,10,2024
1,AL,59,5,CH,,2010,259767,0,0,2,0,10,2024
1,AL,59,5,DF,,2010,28408,0,0,1,0,10,2024
1,AL,59,5,DF,,2010,48699,0,0,2,0,10,2024
1,AL,59,5,GT,,2010,22490,0,0,1,0,10,2024
1,AL,59,5,JA,,2010,8557,0,0,1,0,10,2024
1,AL,59,5,MO,,2010,43102,0,0,1,0,10,2024
1,AL,59,5,MX,,2010,2804,0,0,1,0,10,2024
1,AL,59,5,NL,,2010,133080,0,0,1,1,10,2024
1,AL,59,5,SL,,2010,158006,0,0,2,0,10,2024
1,AL,59,5,SO,,2010,101359,0,0,1,0,10,2024
1,AL,59,5,SO,,2010,20962,0,0,2,0,10,2024
1,AL,59,5,TL,,2010,5427,0,0,1,0,10,2024
1,AL,59,5,ZA,,2010,21044,0,0,1,0,10,2024
1,AL,59,5,ZA,,2010,131721,0,0,2,0,10,2024
1,AL,60,5,CO,,2010,90230,0,0,1,1,10,2024
1,AL,60,5,CO,,2010,32023,0,0,2,0,10,2024
1,AL,60,5,ZA,,2010,467690,0,0,1,0,10,2024
1,AL,61,3,,XA,1220,3003,15,57,2,X,10,2024
1,AL,61,3,,XQ,1220,5668,85,111,2,X,10,2024
1,AL,61,5,,XA,1220,6499,0,6,2,X,10,2024
1,AL,61,5,,XM,1220,9522,0,433,1,X,10,2024
1,AL,61,5,,XO,1220,671868,0,39445,2,X,10,2024
1,AL,61,5,ZA,,2010,9471,0,0,2,0,10,2024
1,AL,62,3,,XO,1220,2615,16,60,2,X,10,2024
1,AL,62,5,,XO,1220,263399,0,20874,2,X,10,2024
1,AL,62,5,,XQ,1220,3790,0,84,1,X,10,2024
1,AL,62,5,NL,,2010,8397,0,0,1,0,10,2024
1,AL,62,5,ZA,,2010,13880,0,0,2,0,10,2024
1,AL,63,5,,XB,1220,6355,0,52,1,X,10,2024
1,AL,63,5,,XM,1220,37504,0,217,2,X,10,2024
1,AL,63,5,,XO,1220,44390,0,3466,1,X,10,2024
1,AL,63,5,CO,,2010,20475,0,0,1,1,10,2024
1,AL,63,5,MX,,2010,23342,0,0,1,0,10,2024
1,AL,63,5,NL,,2010,38334,0,0,1,0,10,2024
1,AL,63,5,NL,,2010,4500,0,0,2,0,10,2024
1,AL,64,5,,XO,1220,3020,0,10,1,X,10,2024
1,AL,64,5,,XO,1220,38245,0,3448,2,X,10,2024
1,AL,65,5,,XC,1220,9158,0,261,1,X,10,2024
1,AL,65,5,,XO,1220,128464,0,3741,2,X,10,2024
1,AL,65,5,,XQ,1220,9742,0,291,1,X,10,2024
1,AL,68,3,,XQ,1220,2940,5,26,2,X,10,2024
1,AL,68,5,,XC,1220,6433,0,48,1,X,10,2024
1,AL,68,5,,XM,1220,2929,0,94,1,X,10,2024
1,AL,68,5,,XO,1220,86544,0,2464,1,X,10,2024
1,AL,68,5,,XQ,1220,2838,0,130,1,X,10,2024
1,AL,68,5,BC,,2010,29687,0,0,1,0,10,2024
1,AL,68,5,NL,,2010,4449,0,0,1,0,10,2024
1,AL,68,5,PU,,2010,7137,0,0,1,0,10,2024
1,AL,68,5,PU,,2010,10965,0,0,2,0,10,2024
1,AL,68,5,SL,,2010,21294,0,0,1,0,10,2024
1,AL,69,5,,XB,1220,36160,0,708,1,X,10,2024
1,AL,69,5,,XM,1220,15355,0,181,1,X,10,2024
1,AL,69,5,,XO,1220,38106,0,4375,1,X,10,2024
1,AL,69,5,,XO,1220,2824,0,55,2,X,10,2024
1,AL,69,5,CO,,2010,2690,0,0,1,0,10,2024
1,AL,69,5,SL,,2010,10776,0,0,1,0,10,2024
1,AL,70,3,,XO,1220,3077,21,60,1,X,10,2024
1,AL,70,3,,XQ,1220,4549,49,71,1,X,10,2024
1,AL,70,3,,XQ,1220,4655,186,91,2,X,10,2024
1,AL,70,3,XX,,2010,9327,373,0,2,0,10,2024
1,AL,70,5,,XA,1220,115715,0,4147,1,X,10,2024
1,AL,70,5,,XB,1220,14793,0,942,1,X,10,2024
1,AL,70,5,,XC,1220,59876,0,2013,1,X,10,2024
1,AL,70,5,,XC,1220,8747,0,555,2,X,10,2024
1,AL,70,5,,XO,1220,1260995,0,44362,1,X,10,2024
1,AL,70,5,,XO,1220,38317,0,379,2,X,10,2024
1,AL,70,5,BC,,2010,123205,0,0,1,0,10,2024
1,AL,70,5,MX,,2010,420413,0,0,1,0,10,2024
1,AL,70,5,NL,,2010,649453,0,0,1,0,10,2024
1,AL,70,5,SL,,2010,67068,0,0,1,0,10,2024
1,AL,70,5,ZA,,2010,8887,0,0,1,0,10,2024
1,AL,70,6,,XC,1220,235722,0,11217,1,X,10,2024
1,AL,71,3,,XO,1220,1311955,63,4571,1,X,10,2024
1,AL,71,3,,XO,1220,2974,4,39,2,X,10,2024
1,AL,71,5,NL,,2010,51530,0,0,1,0,10,2024
1,AL,72,1,XX,,2010,71506152,56193209,0,1,0,10,2024
1,AL,72,1,XX,,2010,89775,72710,0,2,0,10,2024
1,AL,72,5,,XC,1220,75106,0,1160,1,X,10,2024
1,AL,72,5,,XM,1220,362794,0,13108,1,X,10,2024
1,AL,72,5,,XM,1220,69524,0,725,2,X,10,2024
1,AL,72,5,,XO,1220,4353147,0,84185,1,X,10,2024
1,AL,72,5,,XO,1220,208332,0,2582,2,X,10,2024
1,AL,72,5,,XQ,1220,34762,0,3269,1,X,10,2024
1,AL,72,5,,XS,1220,106328,0,2080,1,X,10,2024
1,AL,72,5,AG,,2010,276060,0,0,1,0,10,2024
1,AL,72,5,CH,,2010,21707,0,0,1,0,10,2024
1,AL,72,5,CO,,2010,446651,0,0,1,0,10,2024
1,AL,72,5,DF,,2010,36454,0,0,1,0,10,2024
1,AL,72,5,GT,,2010,1950859,0,0,1,0,10,2024
1,AL,72,5,GT,,2010,322833,0,0,1,1,10,2024
1,AL,72,5,HG,,2010,6008356,0,0,1,0,10,2024
1,AL,72,5,JA,,2010,48685,0,0,1,0,10,2024
1,AL,72,5,MX,,2010,2181830,0,0,1,0,10,2024
1,AL,72,5,NL,,2010,1285060,0,0,1,0,10,2024
1,AL,72,5,NL,,2010,19441,0,0,1,1,10,2024
1,AL,72,5,OT,,2010,256363,0,0,1,0,10,2024
1,AL,72,5,OT,,2010,11754,0,0,2,0,10,2024
1,AL,72,5,PU,,2010,118913,0,0,1,0,10,2024
1,AL,72,5,QT,,2010,1082633,0,0,1,0,10,2024
1,AL,72,5,SL,,2010,778309,0,0,1,0,10,2024
1,AL,72,5,SL,,2010,47723,0,0,2,0,10,2024
1,AL,72,5,SO,,2010,221196,0,0,1,0,10,2024
1,AL,72,5,TM,,2010,91912,0,0,1,0,10,2024
1,AL,72,6,,XA,1220,331803,0,721,1,X,10,2024
1,AL,72,6,,XC,1220,192111,0,359,1,X,10,2024
1,AL,72,6,,XM,1220,710336,0,1790,1,X,10,2024
1,AL,72,6,,XO,1220,1143014,0,5180,1,X,10,2024
1,AL,72,6,,XQ,1220,2553521,0,5360,1,X,10,2024
1,AL,72,6,,XS,1220,216641,0,2143,1,X,10,2024
1,AL,72,6,CO,,2010,937327,0,0,1,0,10,2024
1,AL,72,6,CO,,2010,112584,0,0,1,1,10,2024
1,AL,72,6,DF,,2010,237237,0,0,1,0,10,2024
1,AL,72,6,GT,,2010,301491,0,0,1,0,10,2024
1,AL,72,6,HG,,2010,7141008,0,0,1,0,10,2024
1,AL,72,6,MX,,2010,1398870,0,0,1,0,10,2024
1,AL,72,6,NL,,2010,1081456,0,0,1,0,10,2024
1,AL,72,6,NL,,2010,661733,0,0,1,1,10,2024
1,AL,72,6,OT,,2010,265212,0,0,1,0,10,2024
1,AL,72,6,SL,,2010,123585,0,0,1,0,10,2024
1,AL,72,6,SO,,2010,1621418,0,0,1,0,10,2024
1,AL,73,3,,XA,1220,2554,37,50,1,X,10,2024
1,AL,73,3,,XM,1220,9270,57,143,1,X,10,2024
1,AL,73,3,,XO,1220,18597,119,378,1,X,10,2024
1,AL,73,3,,XO,1220,3008,43,72,2,X,10,2024
1,AL,73,3,,XQ,1220,4907,24,69,1,X,10,2024
1,AL,73,3,,XQ,1220,2579,1,23,2,X,10,2024
1,AL,73,3,XX,,2010,6499,489,0,1,0,10,2024
1,AL,73,3,XX,,2010,5883,91,0,2,0,10,2024
1,AL,73,5,,XA,1220,28807,0,2227,1,X,10,2024
1,AL,73,5,,XB,1220,180731,0,3515,1,X,10,2024
1,AL,73,5,,XB,1220,5901,0,732,2,X,10,2024
1,AL,73,5,,XC,1220,307084,0,6084,1,X,10,2024
1,AL,73,5,,XC,1220,24607,0,663,2,X,10,2024
1,AL,73,5,,XM,1220,218272,0,10583,1,X,10,2024
1,AL,73,5,,XM,1220,23352,0,2066,2,X,10,2024
1,AL,73,5,,XO,1220,3673969,0,76093,1,X,10,2024
1,AL,73,5,,XO,1220,146131,0,3888,2,X,10,2024
1,AL,73,5,,XQ,1220,89325,0,4184,1,X,10,2024
1,AL,73,5,,XQ,1220,82730,0,2144,2,X,10,2024
1,AL,73,5,,XS,1220,33558,0,1198,1,X,10,2024
1,AL,73,5,BC,,2010,6936,0,0,1,0,10,2024
1,AL,73,5,CH,,2010,64295,0,0,1,0,10,2024
1,AL,73,5,CO,,2010,726294,0,0,1,0,10,2024
1,AL,73,5,DF,,2010,420780,0,0,1,0,10,2024
1,AL,73,5,DF,,2010,228242,0,0,2,0,10,2024
1,AL,73,5,DG,,2010,136464,0,0,1,0,10,2024
1,AL,73,5,GT,,2010,12000,0,0,1,0,10,2024
1,AL,73,5,GT,,2010,5987,0,0,2,0,10,2024
1,AL,73,5,HG,,2010,1289709,0,0,1,0,10,2024
1,AL,73,5,MX,,2010,348986,0,0,1,0,10,2024
1,AL,73,5,NL,,2010,381206,0,0,1,0,10,2024
1,AL,73,5,NL,,2010,1252592,0,0,2,0,10,2024
1,AL,73,5,OT,,2010,338875,0,0,1,0,10,2024
1,AL,73,5,OT,,2010,420849,0,0,2,0,10,2024
1,AL,73,5,QT,,2010,5011,0,0,1,0,10,2024
1,AL,73,5,QT,,2010,1023750,0,0,1,1,10,2024
1,AL,73,5,SL,,2010,78770,0,0,1,0,10,2024
1,AL,73,5,SO,,2010,56744,0,0,1,0,10,2024
1,AL,73,5,TB,,2010,2975,0,0,1,0,10,2024
1,AL,73,5,TL,,2010,15892,0,0,2,0,10,2024
1,AL,73,5,TM,,2010,97826,0,0,1,0,10,2024
1,AL,73,5,TM,,2010,15968,0,0,2,0,10,2024
1,AL,73,6,,XA,1220,963407,0,9085,1,X,10,2024
1,AL,73,6,,XM,1220,18993,0,0,1,X,10,2024
1,AL,73,6,,XO,1220,124882,0,3270,1,X,10,2024
1,AL,73,6,OT,,2010,8164,0,0,1,1,10,2024
1,AL,74,3,,XO,1220,3558,15,72,1,X,10,2024
1,AL,74,3,,XQ,1220,4162,34,281,1,X,10,2024
1,AL,74,3,XX,,2010,3100,1,0,1,0,10,2024
1,AL,74,5,,XM,1220,33986,0,53,1,X,10,2024
1,AL,74,5,,XM,1220,55979,0,0,2,X,10,2024
1,AL,74,5,,XO,1220,1911183,0,33053,1,X,10,2024
1,AL,74,5,,XO,1220,227656,0,1557,2,X,10,2024
1,AL,74,5,,XQ,1220,3328,0,298,2,X,10,2024
1,AL,74,5,DF,,2010,9655,0,0,1,0,10,2024
1,AL,74,5,DG,,2010,5643,0,0,1,0,10,2024
1,AL,74,5,OT,,2010,2795,0,0,2,0,10,2024
1,AL,74,5,TM,,2010,108232,0,0,1,0,10,2024
1,AL,75,3,,XQ,1220,13222,3,35,1,X,10,2024
1,AL,75,5,,XC,1220,4414,0,78,1,X,10,2024
1,AL,75,5,,XQ,1220,78064,0,1158,1,X,10,2024
1,AL,75,5,,XQ,1220,218568,0,4808,2,X,10,2024
1,AL,75,5,MX,,2010,16196,0,0,1,0,10,2024
1,AL,75,5,NL,,2010,80357,0,0,1,0,10,2024
1,AL,75,5,TL,,2010,3052,0,0,2,0,10,2024
1,AL,76,3,XX,,2010,4202,8,0,1,0,10,2024
1,AL,76,5,,XB,1220,5345,0,221,1,X,10,2024
1,AL,76,5,,XC,1220,12875,0,252,1,X,10,2024
1,AL,76,5,,XC,1220,22427,0,601,2,X,10,2024
1,AL,76,5,,XM,1220,2706,0,34,2,X,10,2024
1,AL,76,5,,XO,1220,1677566,0,18672,1,X,10,2024
1,AL,76,5,,XO,1220,150756,0,3323,2,X,10,2024
1,AL,76,5,,XQ,1220,14149,0,769,1,X,10,2024
1,AL,76,5,,XQ,1220,31026,0,1556,2,X,10,2024
1,AL,76,5,,XS,1220,30780,0,604,1,X,10,2024
1,AL,76,5,AG,,2010,558670,0,0,1,0,10,2024
1,AL,76,5,BC,,2010,11253,0,0,1,0,10,2024
1,AL,76,5,CH,,2010,5931749,0,0,1,0,10,2024
1,AL,76,5,CO,,2010,1182164,0,0,1,0,10,2024
1,AL,76,5,GT,,2010,1711949,0,0,1,0,10,2024
1,AL,76,5,MX,,2010,2941314,0,0,1,0,10,2024
1,AL,76,5,NL,,2010,9724842,0,0,1,0,10,2024
1,AL,76,5,QT,,2010,57769,0,0,1,0,10,2024
1,AL,76,5,SL,,2010,1283640,0,0,1,0,10,2024
1,AL,76,5,TM,,2010,19604,0,0,1,0,10,2024
1,AL,76,5,YU,,2010,79237,0,0,1,0,10,2024
1,AL,76,6,,XA,1220,359705,0,3558,1,X,10,2024
1,AL,78,5,,XO,1220,80938,0,144,1,X,10,2024
1,AL,80,5,TM,,2010,199266,0,0,1,0,10,2024
1,AL,81,3,,XQ,1220,3075,2,60,2,X,10,2024
1,AL,81,5,,XO,1220,672177,0,2855,1,X,10,2024
1,AL,82,5,,XM,1220,4068,0,243,1,X,10,2024
1,AL,82,5,,XM,1220,34623,0,0,2,X,10,2024
1,AL,82,5,,XO,1220,20573,0,370,1,X,10,2024
1,AL,82,5,,XO,1220,20450,0,212,2,X,10,2024
1,AL,82,5,,XQ,1220,28686,0,39,1,X,10,2024
1,AL,82,5,,XQ,1220,3169,0,55,2,X,10,2024
1,AL,82,5,,XS,1220,4287,0,42,1,X,10,2024
1,AL,82,5,AG,,2010,7000,0,0,1,0,10,2024
1,AL,82,5,CH,,2010,15075,0,0,2,0,10,2024
1,AL,82,5,HG,,2010,5256,0,0,1,0,10,2024
1,AL,82,5,MX,,2010,46500,0,0,1,0,10,2024
1,AL,82,5,NL,,2010,84635,0,0,1,0,10,2024
1,AL,82,5,NL,,2010,6855,0,0,1,1,10,2024
1,AL,82,5,NL,,2010,16583,0,0,2,0,10,2024
1,AL,82,5,SL,,2010,4000,0,0,2,0,10,2024
1,AL,83,3,,XQ,1220,3483,3,36,1,X,10,2024
1,AL,83,3,,XQ,1220,10953,103,133,2,X,10,2024
1,AL,83,5,,XM,1220,65881,0,1153,1,X,10,2024
1,AL,83,5,,XO,1220,1031347,0,7520,1,X,10,2024
1,AL,83,5,,XO,1220,109359,0,2134,2,X,10,2024
1,AL,83,5,,XQ,1220,10461,0,134,1,X,10,2024
1,AL,83,5,,XQ,1220,89953,0,2382,2,X,10,2024
1,AL,83,5,,XS,1220,94771,0,1857,1,X,10,2024
1,AL,83,5,BC,,2010,96716,0,0,1,0,10,2024
1,AL,83,5,BC,,2010,19375,0,0,2,0,10,2024
1,AL,83,5,CM,,2010,5289,0,0,2,0,10,2024
1,AL,83,5,DF,,2010,8557,0,0,2,0,10,2024
1,AL,83,5,MX,,2010,16377,0,0,2,0,10,2024
1,AL,83,5,NL,,2010,6677,0,0,1,0,10,2024
1,AL,83,5,NL,,2010,123120,0,0,1,1,10,2024
1,AL,83,5,NL,,2010,7557,0,0,2,0,10,2024
1,AL,83,5,OT,,2010,426277,0,0,1,0,10,2024
1,AL,83,5,OT,,2010,158822,0,0,2,0,10,2024
1,AL,83,5,SL,,2010,18117,0,0,1,0,10,2024
1,AL,83,5,SL,,2010,13975,0,0,2,0,10,2024
1,AL,83,5,SO,,2010,16830,0,0,1,0,10,2024
1,AL,83,5,TM,,2010,67587,0,0,1,0,10,2024
1,AL,83,5,ZA,,2010,9644,0,0,1,0,10,2024
1,AL,84,1,XX,,2010,43324,10489,0,1,1,10,2024
1,AL,84,3,,XA,1220,283089,2559,3835,1,X,10,2024
1,AL,84,3,,XA,1220,3364,64,130,2,X,10,2024
1,AL,84,3,,XC,1220,23819,148,461,1,X,10,2024
1,AL,84,3,,XC,1220,4002,1,79,2,X,10,2024
1,AL,84,3,,XO,1220,601500,2057,6667,1,X,10,2024
1,AL,84,3,,XO,1220,48629,170,568,2,X,10,2024
1,AL,84,3,,XQ,1220,1572504,2128,3855,1,X,10,2024
1,AL,84,3,,XQ,1220,148550,39,224,2,X,10,2024
1,AL,84,3,XX,,2010,192673,1578,0,1,0,10,2024
1,AL,84,3,XX,,2010,71806,1232,0,2,0,10,2024
1,AL,84,5,,XA,1220,607136,0,5864,1,X,10,2024
1,AL,84,5,,XA,1220,14798,0,670,2,X,10,2024
1,AL,84,5,,XB,1220,44480,0,1176,1,X,10,2024
1,AL,84,5,,XB,1220,8784,0,69,2,X,10,2024
1,AL,84,5,,XC,1220,418772,0,10162,1,X,10,2024
1,AL,84,5,,XC,1220,98616,0,1255,2,X,10,2024
1,AL,84,5,,XM,1220,1102918,0,23745,1,X,10,2024
1,AL,84,5,,XM,1220,73907,0,1497,2,X,10,2024
1,AL,84,5,,XO,1220,7890541,0,143095,1,X,10,2024
1,AL,84,5,,XO,1220,1842880,0,35988,2,X,10,2024
1,AL,84,5,,XQ,1220,366332,0,5767,1,X,10,2024
1,AL,84,5,,XQ,1220,126318,0,5157,2,X,10,2024
1,AL,84,5,,XS,1220,198333,0,3692,1,X,10,2024
1,AL,84,5,,XS,1220,36744,0,735,2,X,10,2024
1,AL,84,5,AG,,2010,200848,0,0,1,0,10,2024
1,AL,84,5,AG,,2010,4157,0,0,2,0,10,2024
1,AL,84,5,BC,,2010,76228,0,0,1,0,10,2024
1,AL,84,5,BC,,2010,12992,0,0,2,0,10,2024
1,AL,84,5,CH,,2010,606009,0,0,1,0,10,2024
1,AL,84,5,CH,,2010,9740,0,0,2,0,10,2024
1,AL,84,5,CM,,2010,212703,0,0,1,0,10,2024
1,AL,84,5,CM,,2010,24878,0,0,2,0,10,2024
1,AL,84,5,CO,,2010,20570,0,0,1,0,10,2024
1,AL,84,5,DF,,2010,490802,0,0,1,0,10,2024
1,AL,84,5,DG,,2010,5371,0,0,2,0,10,2024
1,AL,84,5,GT,,2010,374064,0,0,1,0,10,2024
1,AL,84,5,GT,,2010,20265,0,0,2,0,10,2024
1,AL,84,5,HG,,2010,21182,0,0,1,0,10,2024
1,AL,84,5,JA,,2010,311927,0,0,1,0,10,2024
1,AL,84,5,MX,,2010,2222574,0,0,1,0,10,2024
1,AL,84,5,MX,,2010,4198,0,0,2,0,10,2024
1,AL,84,5,NL,,2010,24485249,0,0,1,0,10,2024
1,AL,84,5,NL,,2010,24486310,0,0,2,0,10,2024
1,AL,84,5,OT,,2010,474345,0,0,1,0,10,2024
1,AL,84,5,OT,,2010,57295,0,0,2,0,10,2024
1,AL,84,5,PU,,2010,966556,0,0,1,0,10,2024
1,AL,84,5,PU,,2010,211433,0,0,2,0,10,2024
1,AL,84,5,QT,,2010,3145,0,0,1,0,10,2024
1,AL,84,5,SL,,2010,285174,0,0,1,0,10,2024
1,AL,84,5,SL,,2010,12707,0,0,2,0,10,2024
1,AL,84,5,SO,,2010,181508,0,0,1,0,10,2024
1,AL,84,5,TL,,2010,9912,0,0,1,0,10,2024
1,AL,84,5,TM,,2010,107816,0,0,1,0,10,2024
1,AL,84,5,TM,,2010,3174,0,0,2,0,10,2024
1,AL,84,5,VE,,2010,2504,0,0,1,0,10,2024
1,AL,84,5,ZA,,2010,84312,0,0,1,0,10,2024
1,AL,84,6,,XO,1220,60009,0,1786,1,X,10,2024
1,AL,85,3,,XA,1220,62162,226,1853,1,X,10,2024
1,AL,85,3,,XA,1220,9408,16,117,2,X,10,2024
1,AL,85,3,,XC,1220,59009,259,740,1,X,10,2024
1,AL,85,3,,XC,1220,9805,89,207,2,X,10,2024
1,AL,85,3,,XM,1220,10234,5,200,2,X,10,2024
1,AL,85,3,,XO,1220,42718,75,408,1,X,10,2024
1,AL,85,3,,XO,1220,79912,753,1163,2,X,10,2024
1,AL,85,3,,XQ,1220,315623,923,2720,1,X,10,2024
1,AL,85,3,,XQ,1220,84056,148,481,2,X,10,2024
1,AL,85,3,XX,,2010,62264,249,0,1,0,10,2024
1,AL,85,3,XX,,2010,112728,2044,0,2,0,10,2024
1,AL,85,5,,XA,1220,60296,0,1624,1,X,10,2024
1,AL,85,5,,XA,1220,173524,0,1473,2,X,10,2024
1,AL,85,5,,XB,1220,33811,0,1425,1,X,10,2024
1,AL,85,5,,XC,1220,68300,0,744,1,X,10,2024
1,AL,85,5,,XC,1220,123973,0,1424,2,X,10,2024
1,AL,85,5,,XM,1220,179825,0,3417,1,X,10,2024
1,AL,85,5,,XM,1220,56776,0,2189,2,X,10,2024
1,AL,85,5,,XO,1220,4572104,0,107011,1,X,10,2024
1,AL,85,5,,XO,1220,1055683,0,18693,2,X,10,2024
1,AL,85,5,,XQ,1220,165729,0,4118,1,X,10,2024
1,AL,85,5,,XQ,1220,22595,0,722,2,X,10,2024
1,AL,85,5,,XS,1220,196873,0,3271,1,X,10,2024
1,AL,85,5,,XS,1220,13803,0,302,2,X,10,2024
1,AL,85,5,AG,,2010,2744,0,0,1,0,10,2024
1,AL,85,5,AG,,2010,28256,0,0,2,0,10,2024
1,AL,85,5,BC,,2010,17470,0,0,1,0,10,2024
1,AL,85,5,CH,,2010,117140,0,0,1,0,10,2024
1,AL,85,5,CH,,2010,125272,0,0,2,0,10,2024
1,AL,85,5,CO,,2010,41999,0,0,1,0,10,2024
1,AL,85,5,CO,,2010,6836,0,0,2,0,10,2024
1,AL,85,5,DF,,2010,277699,0,0,1,0,10,2024
1,AL,85,5,DF,,2010,7560,0,0,2,0,10,2024
1,AL,85,5,DG,,2010,217369,0,0,1,0,10,2024
1,AL,85,5,DG,,2010,1355551,0,0,2,0,10,2024
1,AL,85,5,GT,,2010,32233,0,0,1,0,10,2024
1,AL,85,5,GT,,2010,4700,0,0,1,1,10,2024
1,AL,85,5,MX,,2010,1404047,0,0,1,0,10,2024
1,AL,85,5,MX,,2010,3060168,0,0,2,0,10,2024
1,AL,85,5,NL,,2010,8944320,0,0,1,0,10,2024
1,AL,85,5,NL,,2010,7866,0,0,1,1,10,2024
1,AL,85,5,NL,,2010,119390,0,0,2,0,10,2024
1,AL,85,5,NL,,2010,15933,0,0,2,1,10,2024
1,AL,85,5,OT,,2010,206639,0,0,1,0,10,2024
1,AL,85,5,OT,,2010,25366,0,0,2,0,10,2024
1,AL,85,5,PU,,2010,17276,0,0,1,0,10,2024
1,AL,85,5,PU,,2010,570421,0,0,2,0,10,2024
1,AL,85,5,QT,,2010,58935,0,0,1,0,10,2024
1,AL,85,5,SL,,2010,127429,0,0,1,0,10,2024
1,AL,85,5,SL,,2010,107267,0,0,2,0,10,2024
1,AL,85,5,SO,,2010,4390,0,0,2,0,10,2024
1,AL,85,5,TM,,2010,5494315,0,0,1,0,10,2024
1,AL,85,5,TM,,2010,8530,0,0,2,0,10,2024
1,AL,85,6,,XA,1220,1323548,0,35992,1,X,10,2024
1,AL,85,6,,XO,1220,280923,0,8479,1,X,10,2024
1,AL,85,6,GT,,2010,99047,0,0,1,0,10,2024
1,AL,85,6,OT,,2010,62191,0,0,1,1,10,2024
1,AL,85,6,OT,,2010,92385,0,0,2,1,10,2024
1,AL,86,5,,XC,1220,23719,0,363,1,X,10,2024
1,AL,86,5,,XM,1220,12625,0,412,1,X,10,2024
1,AL,86,5,,XO,1220,839619,0,57490,1,X,10,2024
1,AL,86,5,,XS,1220,240275,0,1089,1,X,10,2024
1,AL,86,5,CO,,2010,29670,0,0,1,0,10,2024
1,AL,86,5,DF,,2010,16614,0,0,1,0,10,2024
1,AL,86,5,HG,,2010,1125993,0,0,1,0,10,2024
1,AL,86,5,MX,,2010,66000,0,0,1,0,10,2024
1,AL,86,5,NL,,2010,12122,0,0,1,0,10,2024
1,AL,86,6,,XA,1220,14632,0,314,1,X,10,2024
1,AL,86,6,,XM,1220,155316,0,3341,1,X,10,2024
1,AL,87,1,XX,,2010,5894658,244032,0,1,0,10,2024
1,AL,87,1,XX,,2010,20000,1888,0,1,1,10,2024
1,AL,87,3,,XO,1220,4085,8,72,1,X,10,2024
1,AL,87,3,,XQ,1220,6012,137,117,1,X,10,2024
1,AL,87,3,XX,,2010,67384,38080,0,1,0,10,2024
1,AL,87,5,,XB,1220,2806,0,55,1,X,10,2024
1,AL,87,5,,XB,1220,2588,0,43,2,X,10,2024
1,AL,87,5,,XC,1220,1160343,0,18462,1,X,10,2024
1,AL,87,5,,XC,1220,3529,0,67,2,X,10,2024
1,AL,87,5,,XM,1220,362863,0,6222,1,X,10,2024
1,AL,87,5,,XM,1220,13141,0,104,2,X,10,2024
1,AL,87,5,,XO,1220,67637282,0,630885,1,X,10,2024
1,AL,87,5,,XO,1220,329824,0,10570,2,X,10,2024
1,AL,87,5,,XQ,1220,2242066,0,22707,1,X,10,2024
1,AL,87,5,,XS,1220,1283110,0,16966,1,X,10,2024
1,AL,87,5,BC,,2010,4472936,0,0,1,0,10,2024
1,AL,87,5,CH,,2010,75720,0,0,1,0,10,2024
1,AL,87,5,CM,,2010,9777,0,0,1,0,10,2024
1,AL,87,5,CM,,2010,13279,0,0,2,0,10,2024
1,AL,87,5,CO,,2010,43038,0,0,1,0,10,2024
1,AL,87,5,DF,,2010,4233365,0,0,1,0,10,2024
1,AL,87,5,GT,,2010,1360392,0,0,1,0,10,2024
1,AL,87,5,MX,,2010,12214,0,0,1,0,10,2024
1,AL,87,5,MX,,2010,407234,0,0,2,0,10,2024
1,AL,87,5,NL,,2010,10185418,0,0,1,0,10,2024
1,AL,87,5,NL,,2010,18844994,0,0,2,0,10,2024
1,AL,87,5,OT,,2010,6962196,0,0,1,0,10,2024
1,AL,87,5,PU,,2010,25953,0,0,1,0,10,2024
1,AL,87,5,PU,,2010,49000,0,0,2,0,10,2024
1,AL,87,5,QT,,2010,66695,0,0,1,0,10,2024
1,AL,87,5,QT,,2010,89248,0,0,2,0,10,2024
1,AL,87,5,SL,,2010,54085,0,0,1,0,10,2024
1,AL,87,5,SL,,2010,71004,0,0,2,0,10,2024
1,AL,87,5,SO,,2010,8000,0,0,1,0,10,2024
1,AL,87,5,TM,,2010,82274,0,0,1,0,10,2024
1,AL,87,6,,XM,1220,615813,0,4948,1,X,10,2024
1,AL,87,6,,XO,1220,71470611,0,607412,1,X,10,2024
1,AL,87,6,,XQ,1220,618974,0,4970,1,X,10,2024
1,AL,87,6,JA,,2010,18883221,0,0,1,0,10,2024
